"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","2992","User should be able to download a file","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","file-downloader.spec.ts","file-downloader.spec.ts",""
"","3092","Broken Images Tests › The github link and avatar images have proper source","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","broken-images.spec.ts","broken-images.spec.ts",""
"","3162","Add/Remove Elements Tests › User should be able to go to the ""Add/Remove Elements"" page","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","add-remove-elements.spec.ts","add-remove-elements.spec.ts",""
"","4127","DisappearingElements Tests › User is redirected to ""Not found"" page after clicking ""About"" link","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","disappearing-elements.spec.ts","disappearing-elements.spec.ts",""
"","4028","Should access and show users geolocation","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","geolocation.spec.ts","geolocation.spec.ts",""
"","3045","Should be able to access all nested frames and verify hierarchy","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:53 UTC 2026","","frames.spec.ts","frames.spec.ts",""
"","5852","Should be able to change slider value","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:56 UTC 2026","","horizontal-slider.spec.ts","horizontal-slider.spec.ts",""
"","5354","Dynamic Content tests › The first to rows of page are the same with static content param","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:55 UTC 2026","","dynamic-content.spec.ts","dynamic-content.spec.ts",""
"","4353","User should be able drag and drop card a to card b","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:54 UTC 2026","","drag-and-drop.spec.ts","drag-and-drop.spec.ts",""
"","6341","Error message should be shown after providing invalid password","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:56 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
"","6437","Error message should be shown after providing invalid username","","Sun Feb 01 18:11:50 UTC 2026","passed","Sun Feb 01 18:11:56 UTC 2026","","form-authentication.spec.ts","form-authentication.spec.ts",""
